# Format version 3
# nfields = 1
# NDim = 3
# PW grid = 4 4 4 
# k-space data = 1 , complex data = 0
#
    0.000000     0.000000     0.000000 0 0 0                0 
    0.000000     0.000000     0.125664 0 0 1    0.01579136704 
    0.000000     0.000000     0.251327 0 0 2    0.06316546817 
    0.000000     0.000000    -0.125664 0 0 -1    0.01579136704 
    0.000000     0.125664     0.000000 0 1 0    0.01579136704 
    0.000000     0.125664     0.125664 0 1 1    0.03158273408 
    0.000000     0.125664     0.251327 0 1 2    0.07895683521 
    0.000000     0.125664    -0.125664 0 1 -1    0.03158273408 
    0.000000     0.251327     0.000000 0 2 0    0.06316546817 
    0.000000     0.251327     0.125664 0 2 1    0.07895683521 
    0.000000     0.251327     0.251327 0 2 2     0.1263309363 
    0.000000     0.251327    -0.125664 0 2 -1    0.07895683521 
    0.000000    -0.125664     0.000000 0 -1 0    0.01579136704 
    0.000000    -0.125664     0.125664 0 -1 1    0.03158273408 
    0.000000    -0.125664     0.251327 0 -1 2    0.07895683521 
    0.000000    -0.125664    -0.125664 0 -1 -1    0.03158273408 

    0.125664     0.000000     0.000000 1 0 0    0.01579136704 
    0.125664     0.000000     0.125664 1 0 1    0.03158273408 
    0.125664     0.000000     0.251327 1 0 2    0.07895683521 
    0.125664     0.000000    -0.125664 1 0 -1    0.03158273408 
    0.125664     0.125664     0.000000 1 1 0    0.03158273408 
    0.125664     0.125664     0.125664 1 1 1    0.04737410113 
    0.125664     0.125664     0.251327 1 1 2    0.09474820225 
    0.125664     0.125664    -0.125664 1 1 -1    0.04737410113 
    0.125664     0.251327     0.000000 1 2 0    0.07895683521 
    0.125664     0.251327     0.125664 1 2 1    0.09474820225 
    0.125664     0.251327     0.251327 1 2 2     0.1421223034 
    0.125664     0.251327    -0.125664 1 2 -1    0.09474820225 
    0.125664    -0.125664     0.000000 1 -1 0    0.03158273408 
    0.125664    -0.125664     0.125664 1 -1 1    0.04737410113 
    0.125664    -0.125664     0.251327 1 -1 2    0.09474820225 
    0.125664    -0.125664    -0.125664 1 -1 -1    0.04737410113 

    0.251327     0.000000     0.000000 2 0 0    0.06316546817 
    0.251327     0.000000     0.125664 2 0 1    0.07895683521 
    0.251327     0.000000     0.251327 2 0 2     0.1263309363 
    0.251327     0.000000    -0.125664 2 0 -1    0.07895683521 
    0.251327     0.125664     0.000000 2 1 0    0.07895683521 
    0.251327     0.125664     0.125664 2 1 1    0.09474820225 
    0.251327     0.125664     0.251327 2 1 2     0.1421223034 
    0.251327     0.125664    -0.125664 2 1 -1    0.09474820225 
    0.251327     0.251327     0.000000 2 2 0     0.1263309363 
    0.251327     0.251327     0.125664 2 2 1     0.1421223034 
    0.251327     0.251327     0.251327 2 2 2     0.1894964045 
    0.251327     0.251327    -0.125664 2 2 -1     0.1421223034 
    0.251327    -0.125664     0.000000 2 -1 0    0.07895683521 
    0.251327    -0.125664     0.125664 2 -1 1    0.09474820225 
    0.251327    -0.125664     0.251327 2 -1 2     0.1421223034 
    0.251327    -0.125664    -0.125664 2 -1 -1    0.09474820225 

   -0.125664     0.000000     0.000000 -1 0 0    0.01579136704 
   -0.125664     0.000000     0.125664 -1 0 1    0.03158273408 
   -0.125664     0.000000     0.251327 -1 0 2    0.07895683521 
   -0.125664     0.000000    -0.125664 -1 0 -1    0.03158273408 
   -0.125664     0.125664     0.000000 -1 1 0    0.03158273408 
   -0.125664     0.125664     0.125664 -1 1 1    0.04737410113 
   -0.125664     0.125664     0.251327 -1 1 2    0.09474820225 
   -0.125664     0.125664    -0.125664 -1 1 -1    0.04737410113 
   -0.125664     0.251327     0.000000 -1 2 0    0.07895683521 
   -0.125664     0.251327     0.125664 -1 2 1    0.09474820225 
   -0.125664     0.251327     0.251327 -1 2 2     0.1421223034 
   -0.125664     0.251327    -0.125664 -1 2 -1    0.09474820225 
   -0.125664    -0.125664     0.000000 -1 -1 0    0.03158273408 
   -0.125664    -0.125664     0.125664 -1 -1 1    0.04737410113 
   -0.125664    -0.125664     0.251327 -1 -1 2    0.09474820225 
   -0.125664    -0.125664    -0.125664 -1 -1 -1    0.04737410113 
